TMDb ID,IMDb ID,Type,Name,Release Date,Season Number,Episode Number,Rating,Your Rating,Date Rated
9319,tt0102266,movies,The Last Boy Scout,1991-12-11T00:00:00Z,,,6.749,5.0,2021-09-07T19:57:51Z
41586,tt0177876,movies,K-911,1999-12-07T00:00:00Z,,,5.524,5.0,2021-09-07T19:58:41Z
6280,tt0110216,movies,Junior,1994-11-22T00:00:00Z,,,5.094,5.0,2021-09-07T19:58:52Z
9849,tt0120764,movies,My Favorite Martian,1999-02-11T00:00:00Z,,,5.582,5.0,2021-09-07T19:59:04Z
9876,tt0105477,movies,Stop! Or My Mom Will Shoot,1992-02-21T00:00:00Z,,,5.294,5.0,2021-09-07T19:59:50Z
9381,tt0364970,movies,Babylon A.D.,2008-08-20T00:00:00Z,,,5.561,5.0,2021-09-07T20:00:02Z
10020,tt0101414,animation,Beauty and the Beast,1991-10-22T00:00:00Z,,,7.74,5.0,2021-09-07T20:00:33Z
15854,tt1287845,animation,Kung Fu Panda: Secrets of the Furious Five,2008-11-08T00:00:00Z,,,6.656,5.0,2021-09-07T20:01:41Z
425,tt0268380,animation,Ice Age,2002-03-10T00:00:00Z,,,7.317,5.0,2021-09-07T20:02:06Z
950,tt0438097,animation,Ice Age: The Meltdown,2006-03-29T00:00:00Z,,,6.658,5.0,2021-09-07T20:02:12Z
8355,tt1080016,animation,Ice Age: Dawn of the Dinosaurs,2009-06-26T00:00:00Z,,,6.711,5.0,2021-09-07T20:02:20Z
9487,tt0120623,animation,A Bug's Life,1998-11-25T00:00:00Z,,,6.957,5.0,2021-09-07T20:05:11Z
5559,tt0389790,animation,Bee Movie,2007-10-28T00:00:00Z,,,5.98,5.0,2021-09-07T20:05:23Z
2789,tt0296572,movies,The Chronicles of Riddick,2004-06-11T00:00:00Z,,,6.481,5.0,2021-09-07T20:06:20Z
2059,tt0368891,movies,National Treasure,2004-11-19T00:00:00Z,,,6.582,5.0,2021-09-07T20:06:43Z
1995,tt0146316,movies,Lara Croft: Tomb Raider,2001-06-11T00:00:00Z,,,5.879,5.0,2021-09-07T20:07:15Z
1996,tt0325703,movies,Lara Croft: Tomb Raider - The Cradle of Life,2003-07-21T00:00:00Z,,,5.741,5.0,2021-09-07T20:07:23Z
9053,tt0398913,animation,DOA: Dead or Alive,2006-09-07T00:00:00Z,,,5.192,5.0,2021-09-07T20:07:34Z
812,tt0103639,animation,Aladdin,1992-11-25T00:00:00Z,,,7.639,5.0,2021-09-07T20:07:48Z
10484,tt0085354,movies,The ComDads,1983-11-23T00:00:00Z,,,6.507,5.0,2021-09-07T20:08:12Z
11011,tt0110989,movies,Richie Rich,1994-12-19T00:00:00Z,,,5.838,5.0,2021-09-07T20:08:27Z
10022,tt0395699,movies,The Pacifier,2005-03-04T00:00:00Z,,,6.049,5.0,2021-09-07T20:08:38Z
1735,tt0859163,movies,The Mummy: Tomb of the Dragon Emperor,2008-07-01T00:00:00Z,,,5.43,5.0,2021-09-07T20:08:49Z
2080,tt0458525,movies,X-Men Origins: Wolverine,2009-04-28T00:00:00Z,,,6.255,5.0,2021-09-07T20:09:16Z
11679,tt0329774,movies,xXx: State of the Union,2005-04-27T00:00:00Z,,,5.011,5.0,2021-09-07T20:11:44Z
11653,tt0365847,movies,The Myth,2005-05-11T00:00:00Z,,,6.347,5.0,2021-09-07T20:33:21Z
118340,tt2015381,movies,Guardians of the Galaxy,2014-07-30T00:00:00Z,,,7.908,5.0,2021-09-07T20:35:10Z
445897,"",movies,Евгений Гришковец: Шёпот сердца,2017-03-09T00:00:00Z,,,7.5,5.0,2021-09-07T21:08:04Z
43074,tt1289401,movies,Ghostbusters,2016-07-14T00:00:00Z,,,5.405,5.0,2021-09-07T21:09:29Z
268,tt0096895,movies,Batman,1989-06-23T00:00:00Z,,,7.195,5.0,2021-09-07T21:13:37Z
364,tt0103776,movies,Batman Returns,1992-06-19T00:00:00Z,,,6.845,5.0,2021-09-07T21:13:49Z
414,tt0112462,movies,Batman Forever,1995-06-16T00:00:00Z,,,5.369,5.0,2021-09-07T21:14:01Z
68001,tt5083928,tv,Powerless,2017-02-02T00:00:00Z,,,6.199,4.0,2020-08-29T20:32:22Z
564,tt0120616,movies,The Mummy,1999-04-16T00:00:00Z,,,6.849,4.0,2021-08-21T07:32:45Z
14160,tt1049413,movies,Up,2009-05-28T00:00:00Z,,,7.93,4.0,2021-08-29T18:43:57Z
810,tt0413267,movies,Shrek the Third,2007-05-17T00:00:00Z,,,6.245,4.0,2021-08-29T18:46:33Z
10192,tt0892791,movies,Shrek Forever After,2010-05-16T00:00:00Z,,,6.262,4.0,2021-08-29T18:46:44Z
953,tt0351283,movies,Madagascar,2005-05-25T00:00:00Z,,,6.859,4.0,2021-08-29T18:47:07Z
10527,tt0479952,movies,Madagascar: Escape 2 Africa,2008-10-30T00:00:00Z,,,6.441,4.0,2021-08-29T18:47:16Z
80321,tt1277953,movies,Madagascar 3: Europe's Most Wanted,2012-06-06T00:00:00Z,,,6.579,4.0,2021-08-29T18:47:29Z
10555,tt0307453,movies,Shark Tale,2004-09-20T00:00:00Z,,,6.022,4.0,2021-08-29T18:48:34Z
7518,tt0327084,movies,Over the Hedge,2006-05-17T00:00:00Z,,,6.497,4.0,2021-08-29T18:48:46Z
14175,tt0361089,movies,Valiant,2005-03-25T00:00:00Z,,,5.485,4.0,2021-08-29T18:49:00Z
8916,tt0120587,movies,Antz,1998-10-02T00:00:00Z,,,6.122,4.0,2021-08-29T18:49:13Z
10137,tt0164912,movies,Stuart Little,1999-12-17T00:00:00Z,,,6.033,4.0,2021-08-29T18:49:26Z
10996,tt0243585,movies,Stuart Little 2,2002-07-19T00:00:00Z,,,5.731,4.0,2021-08-29T18:49:31Z
8839,tt0112642,movies,Casper,1995-05-26T00:00:00Z,,,6.31,4.0,2021-08-29T18:50:02Z
12279,tt0338459,movies,Spy Kids 3-D: Game Over,2003-07-25T00:00:00Z,,,5.082,4.0,2021-08-29T18:51:00Z
10054,tt0227538,movies,Spy Kids,2001-03-18T00:00:00Z,,,5.774,4.0,2021-08-29T18:51:22Z
9488,tt0287717,movies,Spy Kids 2: The Island of Lost Dreams,2002-08-07T00:00:00Z,,,5.59,4.0,2021-08-29T18:51:42Z
1724,tt0800080,movies,The Incredible Hulk,2008-06-12T00:00:00Z,,,6.192,4.0,2021-08-29T18:52:49Z
1927,tt0286716,movies,Hulk,2003-06-19T00:00:00Z,,,5.498,4.0,2021-08-29T18:53:04Z
36648,tt0359013,movies,Blade: Trinity,2004-12-08T00:00:00Z,,,5.856,4.0,2021-08-29T18:53:38Z
9471,tt0305357,movies,Charlie's Angels: Full Throttle,2003-06-27T00:00:00Z,,,5.457,4.0,2021-08-29T18:54:57Z
3050,tt0118998,movies,Doctor Dolittle,1998-06-26T00:00:00Z,,,5.661,4.0,2021-08-29T18:56:33Z
771,tt0099785,movies,Home Alone,1990-11-16T00:00:00Z,,,7.345,4.0,2021-08-29T18:57:13Z
9714,tt0119303,movies,Home Alone 3,1997-12-12T00:00:00Z,,,5.281,4.0,2021-08-29T18:57:47Z
12230,tt0055254,movies,One Hundred and One Dalmatians,1961-01-25T00:00:00Z,,,7.149,4.0,2021-08-29T18:58:47Z
11497,tt0096787,movies,All Dogs Go to Heaven,1989-11-17T00:00:00Z,,,6.734,4.0,2021-08-29T18:59:06Z
1969,tt0416496,movies,Bandidas,2006-01-18T00:00:00Z,,,6.015,4.0,2021-08-29T18:59:23Z
11078,tt0271668,movies,National Security,2003-01-17T00:00:00Z,,,5.902,4.0,2021-08-29T18:59:54Z
8457,tt0817538,movies,Drillbit Taylor,2008-02-04T00:00:00Z,,,5.713,4.0,2021-08-29T19:00:11Z
27578,tt1320253,movies,The Expendables,2010-08-03T00:00:00Z,,,6.175,4.0,2021-08-29T19:00:27Z
14043,tt0479500,movies,Nancy Drew,2007-06-15T00:00:00Z,,,6.045,4.0,2021-08-29T19:01:09Z
46195,tt1436562,movies,Rio,2011-04-03T00:00:00Z,,,6.68,4.0,2021-08-29T19:01:24Z
39254,tt0433035,movies,Real Steel,2011-09-28T00:00:00Z,,,6.9,4.0,2021-08-29T19:04:09Z
83865,tt2141789,movies,Иван Царевич и Серый Волк,2011-12-29T00:00:00Z,,,6.015,4.0,2021-08-29T19:04:23Z
296,tt0181852,movies,Terminator 3: Rise of the Machines,2003-07-02T00:00:00Z,,,6.115,4.0,2021-08-29T19:05:16Z
39514,tt1245526,movies,RED,2010-10-13T00:00:00Z,,,6.684,4.0,2021-08-29T19:07:30Z
9574,tt0119137,movies,Flubber,1997-11-26T00:00:00Z,,,5.628,4.0,2021-08-29T19:07:41Z
36657,tt0120903,movies,X-Men,2000-07-13T00:00:00Z,,,6.979,4.0,2021-08-29T19:08:12Z
36668,tt0376994,movies,X-Men: The Last Stand,2006-05-24T00:00:00Z,,,6.401,4.0,2021-08-29T19:08:59Z
49538,tt1270798,movies,X-Men: First Class,2011-06-01T00:00:00Z,,,7.288,4.0,2021-08-29T19:09:14Z
557,tt0145487,movies,Spider-Man,2002-05-01T00:00:00Z,,,7.185,4.0,2021-08-29T19:12:15Z
558,tt0316654,movies,Spider-Man 2,2004-06-25T00:00:00Z,,,7.133,4.0,2021-08-29T19:12:37Z
559,tt0413300,movies,Spider-Man 3,2007-05-01T00:00:00Z,,,6.286,4.0,2021-08-29T19:12:51Z
1930,tt0948470,movies,The Amazing Spider-Man,2012-06-23T00:00:00Z,,,6.591,4.0,2021-08-29T19:13:21Z
105,tt0088763,movies,Back to the Future,1985-07-03T00:00:00Z,,,8.298,4.0,2021-08-29T19:15:03Z
808,tt0126029,movies,Shrek,2001-05-18T00:00:00Z,,,7.668,4.0,2021-08-29T19:16:12Z
809,tt0298148,movies,Shrek 2,2004-05-19T00:00:00Z,,,7.138,4.0,2021-08-29T19:17:00Z
58,tt0383574,movies,Pirates of the Caribbean: Dead Man's Chest,2006-07-06T00:00:00Z,,,7.293,4.0,2021-08-29T19:17:43Z
862,tt0114709,movies,Toy Story,1995-10-30T00:00:00Z,,,7.951,4.0,2021-08-29T19:20:02Z
46072,,tv,Каламбур,1996-10-12T00:00:00Z,,,4.0,4.0,2021-08-29T19:21:15Z
10195,tt0800369,movies,Thor,2011-04-21T00:00:00Z,,,6.768,4.0,2021-08-29T19:21:28Z
76338,tt1981115,movies,Thor: The Dark World,2013-10-30T00:00:00Z,,,6.603,4.0,2021-08-29T19:21:49Z
72886,tt0363828,movies,Mortal Kombat: The Journey Begins,1995-08-28T00:00:00Z,,,3.875,4.0,2021-08-29T19:22:32Z
9823,tt0119707,movies,Mortal Kombat: Annihilation,1997-11-11T00:00:00Z,,,4.525,4.0,2021-08-29T19:23:05Z
9732,tt0120131,movies,The Lion King II: Simba's Pride,1998-10-24T00:00:00Z,,,6.972,4.0,2021-08-29T19:25:06Z
8587,tt0110357,movies,The Lion King,1994-06-23T00:00:00Z,,,8.255,4.0,2021-08-29T19:25:24Z
11430,tt0318403,movies,The Lion King 1½,2004-02-06T00:00:00Z,,,6.588,4.0,2021-08-29T19:25:30Z
81,tt0087544,movies,Nausicaa of the Valley of the Wind,1984-03-11T00:00:00Z,,,7.925,4.0,2021-08-29T19:25:52Z
12,tt0266543,movies,Finding Nemo,2003-05-30T00:00:00Z,,,7.819,4.0,2021-08-29T19:28:14Z
1576,tt0120804,movies,Resident Evil,2002-03-15T00:00:00Z,,,6.597,4.0,2021-08-29T19:50:04Z
76492,tt0837562,movies,Hotel Transylvania,2012-09-20T00:00:00Z,,,6.947,4.0,2021-08-29T20:05:35Z
157350,tt1840309,movies,Divergent,2014-03-14T00:00:00Z,,,6.931,4.0,2021-08-29T20:07:25Z
98566,tt1291150,movies,Teenage Mutant Ninja Turtles,2014-08-07T00:00:00Z,,,5.884,4.0,2021-08-29T20:08:42Z
1273,tt0453556,movies,TMNT,2007-03-23T00:00:00Z,,,6.035,4.0,2021-08-29T20:09:46Z
107,tt0208092,movies,Snatch,2000-09-01T00:00:00Z,,,7.784,4.0,2021-08-29T20:11:31Z
49524,tt0790736,movies,R.I.P.D.,2013-07-18T00:00:00Z,,,5.747,4.0,2021-08-29T20:12:03Z
131631,tt1951265,movies,The Hunger Games: Mockingjay - Part 1,2014-11-19T00:00:00Z,,,6.795,4.0,2021-08-29T20:12:56Z
49519,tt0481499,movies,The Croods,2013-03-15T00:00:00Z,,,6.919,4.0,2021-08-29T20:15:49Z
98581,tt2258239,movies,8 First Dates,2012-03-08T00:00:00Z,,,7.048,4.0,2021-08-29T20:17:09Z
127493,tt1656186,movies,Stolen,2012-09-06T00:00:00Z,,,5.405,4.0,2021-08-29T20:17:55Z
36557,tt0381061,movies,Casino Royale,2006-11-14T00:00:00Z,,,7.486,4.0,2021-08-29T20:18:50Z
77948,tt1366365,movies,The Cold Light of Day,2012-04-04T00:00:00Z,,,5.277,4.0,2021-08-29T20:19:15Z
61979,tt1648216,movies,Tres metros sobre el cielo,2010-12-03T00:00:00Z,,,7.789,4.0,2021-08-29T20:20:12Z
13161,tt0490086,movies,Big Stan,2007-06-06T00:00:00Z,,,6.318,4.0,2021-08-29T20:20:49Z
62276,tt0381936,movies,Бумер,2003-08-02T00:00:00Z,,,6.365,4.0,2021-08-29T20:22:08Z
481084,tt1620981,movies,The Addams Family,2019-10-10T00:00:00Z,,,6.622,4.0,2021-08-29T20:25:24Z
51349,tt0378262,movies,Карлик Нос,2003-03-20T00:00:00Z,,,6.861,4.0,2021-08-29T20:28:06Z
2268,tt0385752,movies,The Golden Compass,2007-12-04T00:00:00Z,,,6.033,4.0,2021-08-29T20:28:27Z
841755,tt14901058,movies,Mortal Kombat Legends: Battle of the Realms,2021-08-30T00:00:00Z,,,8.113,4.0,2021-09-01T19:26:38Z
35019,tt1415283,movies,Nanny McPhee and the Big Bang,2010-03-26T00:00:00Z,,,6.272,4.0,2021-09-07T19:49:02Z
11077,tt0100419,movies,Problem Child,1990-07-27T00:00:00Z,,,5.979,4.0,2021-09-07T19:54:09Z
28601,tt0114188,movies,Problem Child 3: Junior in Love,1995-05-13T00:00:00Z,,,4.347,4.0,2021-09-07T19:54:16Z
245891,tt2911666,movies,John Wick,2014-10-22T00:00:00Z,,,7.35,4.0,2021-09-07T20:33:56Z
324552,tt4425200,movies,John Wick: Chapter 2,2017-02-08T00:00:00Z,,,7.248,4.0,2021-09-07T20:34:16Z
136418,tt1893256,movies,Hummingbird,2013-05-07T00:00:00Z,,,6.172,4.0,2021-09-07T20:34:46Z
10200,tt0970416,movies,The Day the Earth Stood Still,2008-12-10T00:00:00Z,,,5.529,4.0,2021-09-07T20:34:58Z
11678,tt0190865,movies,Vertical Limit,2000-12-08T00:00:00Z,,,5.993,4.0,2021-09-07T20:36:45Z
106646,tt0993846,movies,The Wolf of Wall Street,2013-12-25T00:00:00Z,,,8.019,4.0,2021-09-07T20:36:55Z
68724,tt1535108,movies,Elysium,2013-08-07T00:00:00Z,,,6.483,4.0,2021-09-07T20:37:05Z
62211,tt1453405,movies,Monsters University,2013-06-19T00:00:00Z,,,7.018,4.0,2021-09-07T20:37:49Z
146238,tt2364841,movies,Runner Runner,2013-09-24T00:00:00Z,,,5.676,4.0,2021-09-07T20:54:47Z
72105,tt1637725,movies,Ted,2012-06-29T00:00:00Z,,,6.369,4.0,2021-09-07T20:55:01Z
154922,tt2592484,movies,Три богатыря на дальних берегах,2012-12-27T00:00:00Z,,,5.279,4.0,2021-09-07T20:55:31Z
20526,tt1104001,movies,TRON: Legacy,2010-12-14T00:00:00Z,,,6.41,4.0,2021-09-07T20:55:45Z
44603,tt1212419,movies,Hereafter,2010-10-22T00:00:00Z,,,6.044,4.0,2021-09-07T20:56:17Z
59967,tt1276104,movies,Looper,2012-09-26T00:00:00Z,,,6.85,4.0,2021-09-07T20:56:37Z
53215,tt1051713,movies,Kiwi!,2006-01-01T00:00:00Z,,,6.981,4.0,2021-09-07T20:56:51Z
98604,tt2147597,movies,Zолушка,2012-02-14T00:00:00Z,,,4.583,4.0,2021-09-07T20:57:29Z
59962,tt1596350,movies,This Means War,2012-02-14T00:00:00Z,,,6.132,4.0,2021-09-07T20:57:39Z
62564,tt1650407,movies,"Få meg på, for faen",2011-08-19T00:00:00Z,,,6.417,4.0,2021-09-07T20:57:50Z
36161,tt0211729,animation,Винни-Пух,1969-01-01T00:00:00Z,,,7.136,4.0,2021-09-07T20:58:03Z
36163,tt0211730,animation,Винни-Пух идет в гости,1971-01-01T00:00:00Z,,,7.25,4.0,2021-09-07T20:58:08Z
36162,tt0208558,animation,Винни-Пух и день забот,1972-01-01T00:00:00Z,,,7.186,4.0,2021-09-07T20:58:14Z
38757,tt0398286,animation,Tangled,2010-11-24T00:00:00Z,,,7.578,4.0,2021-09-07T20:58:47Z
1957,tt0278435,movies,Enough,2002-05-21T00:00:00Z,,,6.608,4.0,2021-09-07T20:59:11Z
11529,tt0256415,movies,Sweet Home Alabama,2002-09-26T00:00:00Z,,,6.408,4.0,2021-09-07T20:59:22Z
7303,tt0252076,movies,Maid in Manhattan,2002-12-13T00:00:00Z,,,6.036,4.0,2021-09-07T20:59:33Z
8845,tt0105690,movies,Under Siege,1992-10-08T00:00:00Z,,,6.26,4.0,2021-09-07T21:00:06Z
14180,tt0416243,movies,Submerged,2005-05-06T00:00:00Z,,,4.164,4.0,2021-09-07T21:00:20Z
12542,tt0357474,movies,Belly of the Beast,2003-12-30T00:00:00Z,,,4.936,4.0,2021-09-07T21:00:30Z
46122,tt0242545,movies,Jackie Chan: My Story,1998-07-17T00:00:00Z,,,6.352,4.0,2021-09-07T21:00:39Z
9268,tt0116213,movies,Eraser,1996-06-21T00:00:00Z,,,5.97,4.0,2021-09-07T21:00:53Z
20873,tt0062759,movies,Бриллиантовая рука,1968-02-02T00:00:00Z,,,7.944,4.0,2021-09-07T21:01:06Z
11511,tt0116756,movies,Kazaam,1996-07-17T00:00:00Z,,,4.266,4.0,2021-09-07T21:01:20Z
31162,tt1569364,movies,Чёрная Молния,2009-12-31T00:00:00Z,,,6.121,4.0,2021-09-07T21:01:35Z
203046,tt0145799,animation,Золотая антилопа,1954-08-08T00:00:00Z,,,6.929,4.0,2021-09-07T21:01:46Z
160046,tt0213309,animation,Вовка в Тридевятом царстве,1965-01-01T00:00:00Z,,,7.0,4.0,2021-09-07T21:01:57Z
9362,tt0100814,movies,Tremors,1990-01-19T00:00:00Z,,,6.818,4.0,2021-09-07T21:02:41Z
4414,tt0103442,tv,Highlander: The Series,1992-10-03T00:00:00Z,,,7.436,4.0,2021-09-07T21:03:13Z
8009,tt0091203,movies,Highlander,1986-03-07T00:00:00Z,,,6.934,4.0,2021-09-07T21:03:30Z
8010,tt0102034,movies,Highlander II: The Quickening,1991-01-13T00:00:00Z,,,4.776,4.0,2021-09-07T21:03:38Z
8011,tt0110027,movies,Highlander III: The Sorcerer,1994-11-29T00:00:00Z,,,4.731,4.0,2021-09-07T21:03:44Z
12211,tt0144964,movies,Highlander: Endgame,2000-09-01T00:00:00Z,,,4.827,4.0,2021-09-07T21:03:52Z
13360,tt0299981,movies,Highlander: The Source,2007-02-06T00:00:00Z,,,4.116,4.0,2021-09-07T21:04:19Z
4377,tt0144714,tv,Highlander: The Raven,1998-09-26T00:00:00Z,,,5.0,4.0,2021-09-07T21:04:38Z
31947,tt0091344,movies,King Kong Lives,1986-12-19T00:00:00Z,,,5.321,4.0,2021-09-07T21:05:05Z
12589,tt0268397,animation,Jimmy Neutron: Boy Genius,2001-12-21T00:00:00Z,,,5.882,4.0,2021-09-07T21:05:23Z
417924,tt1718829,animation,"Малыш и Карлсон, который живет на крыше",1971-01-01T00:00:00Z,,,6.545,4.0,2021-09-07T21:07:00Z
10960,tt0117397,movies,Project: ALF,1996-02-17T00:00:00Z,,,5.855,4.0,2021-09-07T21:07:18Z
8452,tt0216216,movies,The 6th Day,2000-11-17T00:00:00Z,,,5.928,4.0,2021-09-07T21:07:28Z
37797,tt0113824,animation,Whisper of the Heart,1995-07-15T00:00:00Z,,,7.891,4.0,2021-09-07T21:07:43Z
37789,tt0368197,animation,R.O.D Read or Die,2001-05-23T00:00:00Z,,,6.25,4.0,2021-09-07T21:08:17Z
26173,tt0308974,animation,Angel Sanctuary,2000-05-25T00:00:00Z,,,6.667,4.0,2021-09-07T21:08:27Z
15999,tt0216651,animation,Vampire Hunter D: Bloodlust,2000-08-25T00:00:00Z,,,7.57,4.0,2021-09-07T21:08:43Z
21036,tt0069058,animation,Panda! Go Panda!,1972-12-17T00:00:00Z,,,6.202,4.0,2021-09-07T21:08:57Z
2978,tt0097428,movies,Ghostbusters II,1989-06-16T00:00:00Z,,,6.489,4.0,2021-09-07T21:09:38Z
44587,tt0118200,animation,X,1996-08-02T00:00:00Z,,,5.743,4.0,2021-09-07T21:11:08Z
6947,tt0368447,movies,The Village,2004-07-30T00:00:00Z,,,6.415,4.0,2021-09-07T21:11:23Z
10047,tt0151137,movies,Joan of Arc,1999-10-27T00:00:00Z,,,6.362,4.0,2021-09-07T21:11:51Z
920,tt0317219,movies,Cars,2006-06-08T00:00:00Z,,,6.847,4.0,2021-09-07T21:12:14Z
10804,tt0102216,movies,King Ralph,1991-02-15T00:00:00Z,,,5.35,4.0,2021-09-07T21:12:43Z
40805,tt0990407,movies,The Green Hornet,2011-01-12T00:00:00Z,,,5.531,4.0,2021-09-07T21:12:56Z
415,tt0118688,movies,Batman & Robin,1997-06-20T00:00:00Z,,,4.311,4.0,2021-09-07T21:13:15Z
35552,tt1179025,movies,The Extraordinary Adventures of Adèle Blanc-Sec,2010-04-09T00:00:00Z,,,6.112,4.0,2021-09-07T21:14:26Z
2018,tt0209475,movies,The Wedding Planner,2001-01-26T00:00:00Z,,,5.894,4.0,2021-09-07T21:14:59Z
1734,tt0209163,movies,The Mummy Returns,2001-05-04T00:00:00Z,,,6.299,4.0,2021-09-07T21:15:33Z
3933,tt0121164,animation,Corpse Bride,2005-09-12T00:00:00Z,,,7.458,4.0,2021-09-07T21:15:43Z
420818,tt6105098,animation,The Lion King,2019-07-12T00:00:00Z,,,7.167,4.0,2021-09-07T21:16:32Z
128,tt0119698,animation,Princess Mononoke,1997-07-12T00:00:00Z,,,8.351,4.0,2021-09-07T21:17:07Z
38575,tt1155076,movies,The Karate Kid,2010-06-10T00:00:00Z,,,6.477,4.0,2021-09-07T21:17:17Z
2977,tt0416508,movies,Becoming Jane,2007-03-02T00:00:00Z,,,7.332,4.0,2021-09-07T21:17:36Z
11172,tt0758766,movies,Music and Lyrics,2007-02-09T00:00:00Z,,,6.391,4.0,2021-09-07T21:17:53Z
13888,tt0102782,movies,Return to the Blue Lagoon,1991-08-02T00:00:00Z,,,5.948,4.0,2021-09-07T21:18:03Z
14069,tt0808506,animation,The Girl Who Leapt Through Time,2006-07-15T00:00:00Z,,,7.795,4.0,2021-09-07T21:18:20Z
88,tt0092890,movies,Dirty Dancing,1987-08-21T00:00:00Z,,,7.358,4.0,2021-09-07T21:18:37Z
4348,tt0414387,movies,Pride & Prejudice,2005-09-16T00:00:00Z,,,8.088,4.0,2021-09-07T21:18:53Z
20992,tt0118767,movies,Брат,1997-05-17T00:00:00Z,,,7.602,4.0,2021-09-07T21:19:05Z
2454,tt0499448,movies,The Chronicles of Narnia: Prince Caspian,2008-05-15T00:00:00Z,,,6.596,4.0,2021-09-07T21:19:17Z
10140,tt0980970,movies,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02T00:00:00Z,,,6.418,4.0,2021-09-07T21:19:53Z
9279,tt0116705,movies,Jingle All the Way,1996-11-21T00:00:00Z,,,5.954,4.0,2021-09-07T21:20:20Z
10999,tt0088944,movies,Commando,1985-10-03T00:00:00Z,,,6.62,4.0,2021-09-07T21:22:01Z
11156,tt1035736,movies,Coco Before Chanel,2009-04-22T00:00:00Z,,,6.948,4.0,2021-09-07T21:22:09Z
62329,tt0114433,movies,Shootfighter II,1996-08-27T00:00:00Z,,,5.0,4.0,2021-09-07T21:22:25Z
5549,tt0100502,movies,RoboCop 2,1990-06-22T00:00:00Z,,,5.953,4.0,2021-09-07T21:22:49Z
5550,tt0107978,movies,RoboCop 3,1993-04-17T00:00:00Z,,,4.751,4.0,2021-09-07T21:22:54Z
5548,tt0093870,movies,RoboCop,1987-07-17T00:00:00Z,,,7.26,4.0,2021-09-07T21:23:10Z
951,tt0099938,movies,Kindergarten Cop,1990-12-21T00:00:00Z,,,6.07,4.0,2021-09-07T21:23:48Z
9354,tt0097523,movies,"Honey, I Shrunk the Kids",1989-06-23T00:00:00Z,,,6.261,4.0,2021-09-07T21:25:32Z
88396,tt9208876,tv,The Falcon and the Winter Soldier,2021-03-19T00:00:00Z,,,7.821,4.0,2021-09-12T14:37:27Z
438631,tt1160419,movies,Dune,2021-09-15T00:00:00Z,,,8.107,4.0,2021-10-07T17:17:02Z
353486,tt2283362,movies,Jumanji: Welcome to the Jungle,2017-12-09T00:00:00Z,,,6.82,3.0,2021-08-21T07:27:43Z
954,tt0117060,movies,Mission: Impossible,1996-05-22T00:00:00Z,,,6.929,3.0,2021-08-29T18:21:52Z
856,tt0096438,movies,Who Framed Roger Rabbit,1988-06-21T00:00:00Z,,,7.49,3.0,2021-08-29T18:22:09Z
8835,tt0250494,movies,Legally Blonde,2001-07-13T00:00:00Z,,,6.682,3.0,2021-08-29T18:22:32Z
15060,tt1054487,movies,Futurama: Into the Wild Green Yonder,2009-02-23T00:00:00Z,,,7.044,3.0,2021-08-29T18:22:45Z
1267,tt0396555,movies,Meet the Robinsons,2007-03-23T00:00:00Z,,,6.878,3.0,2021-08-29T18:23:02Z
2899,tt0250223,movies,Astérix & Obélix Mission Cléopâtre,2002-01-30T00:00:00Z,,,7.366,3.0,2021-08-29T18:23:13Z
10929,tt0058855,tv,The Wild Wild West,1965-09-17T00:00:00Z,,,7.524,3.0,2021-08-29T18:23:26Z
9642,tt0371552,movies,Astérix et les Vikings,2006-04-05T00:00:00Z,,,6.11,3.0,2021-08-29T18:23:40Z
14411,tt0165982,movies,Sinbad: Legend of the Seven Seas,2003-07-02T00:00:00Z,,,6.889,3.0,2021-08-29T18:23:56Z
35751,tt0078222,movies,Seeta Aur Geeta,1972-01-01T00:00:00Z,,,6.525,3.0,2021-08-29T18:24:09Z
9564,tt0133385,movies,Astérix & Obélix contre César,1999-02-03T00:00:00Z,,,5.992,3.0,2021-08-29T18:24:25Z
6069,tt0094332,movies,The Witches of Eastwick,1987-06-12T00:00:00Z,,,6.483,3.0,2021-08-29T18:24:41Z
1581,tt0457939,movies,The Holiday,2006-12-08T00:00:00Z,,,7.064,3.0,2021-08-29T18:25:14Z
7453,tt0371724,movies,The Hitchhiker's Guide to the Galaxy,2005-04-28T00:00:00Z,,,6.678,3.0,2021-08-29T18:25:31Z
2270,tt0486655,movies,Stardust,2007-08-09T00:00:00Z,,,7.244,3.0,2021-08-29T18:25:46Z
16859,tt0097814,movies,Kiki's Delivery Service,1989-07-29T00:00:00Z,,,7.827,3.0,2021-08-29T18:26:08Z
12144,tt0095489,movies,The Land Before Time,1988-11-18T00:00:00Z,,,7.091,3.0,2021-08-29T18:26:29Z
8202,tt0402022,movies,Æon Flux,2005-11-30T00:00:00Z,,,5.584,3.0,2021-08-29T18:26:46Z
863795,tt0111873,movies,Æon Flux,1997-09-02T00:00:00Z,,,5.0,3.0,2021-08-29T18:29:05Z
7443,tt0120630,movies,Chicken Run,2000-06-21T00:00:00Z,,,6.708,3.0,2021-08-29T18:29:56Z
12525,tt0101628,movies,Critters 4,1992-08-20T00:00:00Z,,,4.98,3.0,2021-08-29T18:30:10Z
10693,tt0046183,movies,Peter Pan,1953-02-05T00:00:00Z,,,7.239,3.0,2021-08-29T18:30:49Z
